Index,Article Name
2479,Link_(The_Legend_of_Zelda)
2480,Linnet
2481,Linus_Pauling
2482,Linus_Torvalds
2483,Linux
2484,Lion
2485,Lipid
2486,Liquid_crystal
2487,Lisbon
2488,List_of_African_countries
2489,List_of_Archbishops_of_Canterbury
2490,List_of_Asian_countries
2491,List_of_Canadian_provinces_and_territories_by_area
2492,List_of_European_Union_member_states_by_accession
2493,List_of_European_countries
2494,List_of_French_monarchs
2495,List_of_North_American_countries
2496,List_of_Oceanian_countries
2497,List_of_Prime_Ministers_of_the_United_Kingdom
2498,List_of_South_American_countries
2499,List_of_Test_cricket_triple_centuries
2500,List_of_U.S._states_by_date_of_statehood
2501,List_of_animal_welfare_groups
2502,List_of_areas_in_the_National_Park_System_of_the_United_States
2503,List_of_circulating_currencies
2504,List_of_countries
2505,List_of_countries_by_system_of_government
2506,List_of_elements_by_name
2507,List_of_essential_oils
2508,List_of_lakes
2509,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined
2510,List_of_minerals
2511,List_of_monarchs_in_the_British_Isles
2512,List_of_particles
2513,List_of_popes
2514,List_of_rivers_by_length
2515,List_of_sovereign_states
2516,List_of_universities_in_the_United_Kingdom
2517,List_of_vegetable_oils
2518,List_of_world's_largest_lakes
2519,Literacy
2520,Literature
2521,Lithium
2522,Lithium_aluminium_hydride
2523,Lithuania
2524,Little_Women
2525,Liverpool
2526,Liverpool_F.C.
2527,Liverpool_and_Manchester_Railway
2528,Llandudno
2529,Llywelyn_the_Great
2530,Local_community
2531,Local_government_in_the_United_Kingdom
2532,Loch
2533,Loch_Ness
2534,Logba_language
2535,Logic
2536,Logistics
2537,Lomé
2538,London
2539,London_Bridge
2540,London_Underground
2541,London_Zoo
2542,London_sewerage_system
2543,Lone_Wolf_(gamebooks)
2544,Long-billed_Vulture
2545,Long-tailed_Tit
2546,Long_pepper
2547,Longship
2548,Looney_Tunes
2549,Lope_de_Barrientos
2550,Lord's_Resistance_Army
2551,Lord_Voldemort
2552,"Los_Angeles,_California"
2553,Lost_(TV_series)
2554,Lothal
2555,Lottie_Dod
2556,Louis_Armstrong
2557,Louis_Freeh
2558,Louis_Jordan
2559,Louis_Pasteur
2560,Louis_XIV_of_France
2561,"Louisville,_Kentucky"
2562,Lovage
2563,Love
2564,"Lucy,_Lady_Duff-Gordon"
2565,Ludwig_Wittgenstein
2566,Ludwig_van_Beethoven
2567,Luftwaffe
2568,Luminiferous_aether
2569,Lunar_eclipse
2570,Lung_cancer
2571,Lusaka
2572,Lutetium
2573,Luxembourg
2574,Luxembourg_(city)
2575,Lyme_disease
2576,Lyndon_B._Johnson
2577,Lynton_and_Barnstaple_Railway
2578,Lyon
2579,M*A*S*H_(TV_series)
2580,M-10001
2581,M-10003-6
2582,M1_motorway
2583,M25_motorway
2584,M6_motorway
2585,MINI_(BMW)
2586,Macau
2587,Macbeth
2588,Macbeth_of_Scotland
2589,Macedon
2590,Machu_Picchu
2591,Macintosh
2592,Mackenzie_River
2593,Madagascar
2594,Madama_Butterfly
2595,Madrid
2596,Magdalena_Abakanowicz
2597,Magellanic_Penguin
2598,Maghreb
2599,Magic__The_Gathering
2600,Maglev_train
2601,Magma
2602,Magna_Carta
2603,Magnesium
2604,Magnet
2605,Magnetism
2606,Magpie
2607,Mahabharata
2608,Mahatma_Gandhi
2609,Mahjong
2610,Mahmoud_Abbas
2611,Maiasaura
2612,Maize
2613,Makuria
2614,Malaria
2615,Malaspina_Glacier
2616,Malawi
2617,Malaysia
2618,Malcolm_III_of_Scotland
2619,Malcolm_II_of_Scotland
2620,Malcolm_X
2621,Maldives
2622,Mali
2623,Mallard
2624,Malta
2625,Malwa_(Madhya_Pradesh)
2626,Mamenchisaurus
2627,Mammal
2628,Mammoth
2629,Mammoth_Cave_National_Park
2630,Mancala
2631,Manchester
2632,Manchester_United_F.C.
2633,Mandan
2634,Manganese
2635,Mango
2636,Manifest_Destiny
2637,Manifold
2638,Manila
2639,Manorialism
2640,Manuel_I_Komnenos
2641,Manufacturing
2642,Mao_Zedong
2643,Map_projection
2644,Maputo
2645,Marc_Pugh
2646,Marcel_Lefebvre
2647,Marcel_Proust
2648,Marco_Polo
2649,Marcus_Allen
2650,Margaret_Sanger
2651,Margaret_Thatcher
2652,Margate
2653,Margin_of_error
2654,Marginated_Tortoise
2655,Marie_Curie
2656,Mario
2657,Marjoram
2658,Mark_Antony
2659,Mark_Twain
2660,Mark_Twain_House
2661,Mark_Webber
2662,Market
2663,Markup_language
2664,Mars
2665,Mars_Exploration_Rover
2666,Mars_Reconnaissance_Orbiter
2667,Marseille
2668,Marshall_Islands
2669,Marshall_Plan
2670,Martello_tower
2671,Martin_Luther
2672,"Martin_Luther_King,_Jr."
2673,Martin_Van_Buren
2674,Martina_Navratilova
2675,Martinique
2676,Marvin_Gaye
2677,Marxism
2678,Mary_II_of_England
2679,Mary_I_of_England
2680,Mary_I_of_Scotland
2681,Mary_Kingsley
2682,Mary_Seacole
2683,Mary_Somerville
2684,Maseru
2685,Mass_Rapid_Transit_(Singapore)
2686,Mass_media
2687,Massospondylus
2688,Material_properties_of_diamond
2689,Mathematical_analysis
2690,Mathematics
2691,Matilda_of_Boulogne
2692,Matrix_(mathematics)
2693,Matsuo_Bashō
2694,Matter
2695,Matthew_Brettingham
2696,Mauna_Loa
2697,Mauritania
2698,Mauritius
2699,Mausoleum_of_Maussollos
2700,Mauthausen-Gusen_concentration_camp
2701,Max_Planck
2702,Max_Weber
2703,Maxwell's_equations
2704,Maya_civilization
2705,Maya_mythology
2706,Mayotte
2707,Mbabane
2708,McFly_(band)
2709,Meander
2710,Measles
2711,Measurement
2712,Meat
2713,Mecca
2714,Mechanical_work
2715,Medal_of_Honor
2716,Medicine
2717,Medieval_commune
2718,Medieval_literature
2719,Medieval_music
2720,Mediterranean_Sea
2721,Mega_Man_X_(character)
2722,Meitnerium
2723,Mekong
2724,Melbourne
2725,Mendelevium
2726,Mendip_Hills
2727,Meningitis
2728,Menstrual_cycle
2729,Mentha
2730,Menthol
2731,Mercantilism
2732,Mercia
2733,Mercury_(element)
2734,Mercury_(planet)
2735,Merrimack_River
2736,Merseburg_Incantations
2737,Mesopotamia
2738,Mestizo
2739,Metal
2740,Metallurgy
2741,Metamorphic_rock
2742,Meteor
2743,Meteor_shower
2744,Meteorological_history_of_Hurricane_Katrina
2745,Meteorology
2746,Metric_expansion_of_space
2747,Mexico
2748,Mexico_City
2749,"Miami,_Florida"
2750,Michael_Faraday
2751,Michael_Jordan
2752,Michael_Ramsey
2753,Michael_Woodruff
2754,Michelangelo
2755,Michigan_State_University
2756,Mickey_Mantle
2757,Microraptor
2758,Microscope
2759,Microsoft
2760,Microsoft_Windows
2761,Middle_Ages
2762,Middle_East
2763,Midway_Atoll
2764,Miguel_de_Cervantes
2765,Mikhail_Gorbachev
2766,Milan
2767,Miles_Davis
2768,Milgram_experiment
2769,Military_dictatorship
2770,Military_history_of_Canada
2771,Military_history_of_France
2772,Military_history_of_Puerto_Rico
2773,Military_history_of_the_Soviet_Union
2774,Milk
2775,Milk_thistle
2776,Milkshake
2777,Milky_Way
2778,Millard_Fillmore
2779,Milton_Keynes
2780,Mind
2781,Mineral
2782,Ming_Dynasty
2783,Mini
2784,Minimum_wage
2785,Mining
2786,Minmi_(dinosaur)
2787,"Minneapolis,_Minnesota"
2788,Minnesota
2789,Minoan_civilization
2790,Minstrel_show
2791,Miocene
2792,Mir
2793,Mirabilis_(plant)
2794,Miranda_Otto
2795,Mississippi_River
2796,Missouri_River
2797,Mistle_Thrush
2798,Mitochondrial_Eve
2799,Mitochondrion
2800,Mixed-breed_dog
2801,Mixtape
2802,Modern_history
2803,Modernist_poetry_in_English
2804,Mogadishu
2805,Mohs_scale_of_mineral_hardness
2806,Moldova
2807,Moldovans
2808,Mole_(animal)
2809,Molybdenum
2810,Momentum
2811,Mona_Lisa
2812,Monaco
2813,Monaco_Grand_Prix
2814,Monarchies_in_the_European_Union
2815,Monarchy
2816,Monarda_didyma
2817,Money
2818,Mongol_Empire
2819,Mongol_invasion_of_Central_Asia
2820,Mongolia
2821,Mongoose
2822,Monkey
2823,Monoclonius
2824,Monopoly_(game)
2825,Monrovia
2826,Montenegro
2827,Montevideo
2828,Montreal
2829,Montreal_Metro
2830,Montserrat
2831,Monty_Python
2832,Moon
2833,Moon_landing
2834,Moore's_Law
2835,Moorgate
2836,Moorhen
2837,Morecambe_Bay
2838,Morecambe_and_Wise
2839,Moringa_oleifera
2840,Mormon
2841,Mormon_Trail
2842,Morocco
2843,Morphine
2844,Morris_dance
2845,Mosaic
2846,Moscow
2847,Mosque
2848,Moss
2849,Mother_Teresa
2850,Motion_(physics)
2851,Mount_Baker
2852,Mount_Everest
2853,Mount_Kilimanjaro
2854,Mount_Nyiragongo
2855,"Mount_Osmond,_South_Australia"
2856,Mount_Pinatubo
2857,Mount_Rainier
2858,Mount_Rushmore
2859,Mount_St._Helens
2860,Mount_Unzen
2861,Mount_Vesuvius
2862,Mountain_Gorilla
2863,Mozambique
2864,Mozilla_Firefox
2865,Mu_Arae
2866,Muhammad
2867,Muhammad_Ali
2868,Muhammad_Ali_Jinnah
2869,Muhammad_Iqbal
2870,Muhammad_ibn_Musa_al-Khwarizmi
2871,Multiculturalism
2872,Multiple_sclerosis
2873,Multiple_sequence_alignment
2874,Mumbai
2875,Mummy
2876,Munich
2877,Murray_River
2878,"Muscat,_Oman"
2879,Music
2880,Music_of_Albania
2881,Music_of_Antigua_and_Barbuda
2882,Music_of_Barbados
2883,Music_of_Dominica
2884,Music_of_Hawaii
2885,Music_of_Hungary
2886,Music_of_Ireland
2887,Music_of_Italy
2888,Music_of_Martinique_and_Guadeloupe
2889,Music_of_New_Zealand
2890,Music_of_Spain
2891,Music_of_Thailand
2892,Music_of_Trinidad_and_Tobago
2893,Music_of_the_Bahamas
2894,Music_of_the_Lesser_Antilles
2895,Music_of_the_United_States
2896,Music_of_the_trecento
2897,Musical_instrument
2898,Mustard_plant
2899,Mustard_seed
2900,Muttaburrasaurus
2901,Myanmar
2902,Myco-heterotrophy
2903,Myers-Briggs_Type_Indicator
2904,Myocardial_infarction
2905,Mysticism
2906,Mythology
2907,Myxobolus_cerebralis
2908,NATO
2909,Nadia_Comăneci
2910,Nagorno-Karabakh_War
2911,Nahuatl_language
2912,Nairobi
2913,Naked_Mole_Rat
2914,Names_of_God_in_Judaism
2915,Namibia
2916,Nanomedicine
2917,Napoleon_I_of_France
2918,Napoleonic_Wars
2919,Napster
2920,Nash_equilibrium
2921,"Nashville,_Tennessee"
2922,Natalie_Portman
2923,Nathu_La
2924,National_Anthem_of_Russia
2925,"National_Gallery,_London"
2926,National_Hockey_League
2927,National_parks_of_England_and_Wales
2928,Nationalism
2929,Nationality
2930,Natural_disaster
2931,Natural_gas
2932,Natural_selection
2933,Nature
2934,Nauru
2935,Naval_Battle_of_Guadalcanal
2936,Navassa_Island
2937,Nazi_Germany
2938,Nazism
2939,Necktie
2940,Negros_Oriental
2941,Neighbours
2942,Neil_Armstrong
2943,Neil_Young
2944,Nelson_Mandela
2945,Nematode
2946,Neoclassicism
2947,Neodymium
2948,Neon
2949,Nepal
2950,Nepenthes_rajah
2951,Nephron
2952,Neptune
2953,Neptunium
2954,Netball
2955,Netherlands
2956,Netherlands_Antilles
2957,Neutron
2958,New_Caledonia
2959,New_Delhi
2960,New_England_Patriots
2961,New_Forest
2962,New_York_City
2963,New_York_City_Subway_nomenclature
2964,New_Zealand
2965,New_moon
2966,"Newark,_New_Jersey"
2967,Newcastle_upon_Tyne
2968,Newmarket
2969,Newshounds
2970,Newspaper
2971,Newsround
2972,Niagara_Falls
2973,Nicaragua
2974,Niccolò_Machiavelli
2975,Niccolò_Paganini
2976,Niccolò_dell'Abbate
2977,Nickel
2978,Nicobar_Long-tailed_Macaque
2979,Nicolaus_Copernicus
2980,Niels_Bohr
2981,Nigella
2982,Niger
2983,Niger_River
2984,Nigeria
2985,Nightingale
2986,Nikola_Tesla
2987,Nikolai_Rimsky-Korsakov
2988,Nile
2989,Nine_Million_Bicycles
2990,Nineteen_Eighty-Four
2991,Nintendo
2992,Nintendo_DS
2993,Nintendo_Entertainment_System
2994,Niobium
2995,Nirvana_(band)
2996,Nitrification
2997,Nitrogen
2998,Nitrogen_cycle
2999,Nitrogen_fixation
3000,Niue
3001,Noam_Chomsky
3002,Nobel_Peace_Prize
3003,Nobelium
3004,Nobiin_language
3005,Norfolk
3006,Norfolk_Island
3007,Norman_Borlaug
3008,Norman_conquest_of_England
3009,Norse_mythology
3010,North_Africa
3011,North_America
3012,North_Atlantic_oscillation
3013,North_Korea
3014,North_Sea
3015,North_Sea_flood_of_1953
3016,North_Sea_oil
3017,Northern_Ireland
3018,Northern_Mariana_Islands
3019,Northern_Pacific_Railway
3020,Northwest_Africa
3021,Norway
3022,Norwich
3023,Nostradamus
3024,Nottingham
3025,Nouakchott
3026,Novel
3027,Novelty_(locomotive)
3028,Nuclear_fission
3029,Nuclear_power
3030,Nuclear_weapon
3031,Number
3032,Numismatics
3033,Nurse_sharks
3034,Nuthatch
3035,Nutmeg
3036,Nutrition
3037,Oasis_(band)
3038,Oat
3039,Obi-Wan_Kenobi
3040,Ocean
3041,Oceania
3042,Oceanography
3043,Odin
3044,Odysseus
3045,Odyssey
3046,Oenothera
3047,Ohm
3048,Oil_painting
3049,Oil_refinery
3050,Oil_reservoir
3051,Okapi
3052,Olaudah_Equiano
3053,Old_English_language
3054,Old_Nubian_language
3055,Old_Swiss_Confederacy
3056,Oleg_of_Novgorod
3057,Oligarchy
3058,Oligocene
3059,Olive_oil
3060,Oliver_Cromwell
3061,Oliver_Twist
3062,Ollanta_Humala
3063,Olmec
3064,Olympic_Games
3065,Oman
3066,Omega-3_fatty_acid
3067,One_Flew_Over_the_Cuckoo's_Nest_(novel)
3068,One_Foot_in_the_Grave
3069,Onion
3070,Onion_dome
3071,OpenBSD
3072,OpenOffice.org
3073,Open_cluster
3074,Open_source
3075,Opera
3076,Oppression
3077,Optical_fiber
3078,Optical_microscope
3079,Optical_telescope
3080,Opuntia_imbricata
3081,Opus_Dei
3082,Orbit_(anatomy)
3083,Orca
3084,Order_of_Canada
3085,Order_of_St._Patrick
3086,Order_of_the_Bath
3087,Order_of_the_Garter
3088,Order_of_the_Thistle
3089,Ordinal_number
3090,Ordinary_differential_equation
3091,Ordination_of_women
3092,Ordovician
3093,Oregano
3094,Oregon
3095,Organism
3096,Organization
3097,Orion_Nebula
3098,Orkney
3099,Ormulum
3100,Ornithischia
3101,Oroonoko
3102,Osaka
3103,Osama_bin_Laden
3104,Osiris
3105,Oslo
3106,Osmium
3107,Osprey
3108,Osteomalacia
3109,Ostrich
3110,Oswald_of_Northumbria
3111,Ottawa
3112,Otter
3113,Otto_von_Bismarck
3114,Ottoman_Empire
3115,Ouagadougou
3116,Outer_Hebrides
3117,Overseas_Railroad
3118,Oviraptor
3119,Owl
3120,Oxbow_lake
3121,Oxford
3122,Oxygen
3123,Oxyrhynchus
3124,Ozone
3125,Ozone_depletion
3126,Póvoa_de_Varzim
3127,PONG
3128,PRR_GG1
3129,PRR_M1
3130,PSR_B1620-26c
3131,Pablo_Picasso
3132,Pac-Man
3133,Pachycephalosaurus
3134,Pacific_Ocean
3135,Painting
3136,Pakistan
3137,Palace_of_Westminster
3138,Palau
3139,Palazzo_Pitti
3140,Paleocene
3141,Paleontology
3142,Palestinian_territories
3143,Pali_Canon
3144,Palio_di_Siena
3145,Palladian_architecture
3146,Palladium
3147,Palm_oil
3148,Palmyra_Atoll
3149,Pan_Am_Flight_103
3150,Panama
3151,Panama_Canal
3152,Pandanus
3153,Papal_conclave
3154,Paprika
3155,Papua_New_Guinea
3156,Paraguay
3157,Parasaurolophus
3158,Paricutín
3159,Paris
3160,Park
3161,Parliament_of_Canada
3162,Parliament_of_Malaysia
3163,Parliament_of_the_United_Kingdom
3164,Parliamentary_system
3165,Parrot
3166,Parsley
3167,Parsnip
3168,Parthenon
3169,Pashtun_people
3170,Passenger_Pigeon
3171,Pat_Cash
3172,Patna
3173,Paul_Cézanne
3174,Paul_Dirac
3175,Paul_Kane
3176,Paul_McCartney
3177,Paul_of_Tarsus
3178,Pea
3179,Peace
3180,Peaceful_coexistence
3181,Peafowl
3182,Peak_District
3183,Peanut
3184,Pearl
3185,Pedagogy
3186,Pedro_del_Valle
3187,Pelé
3188,Pelagic_zone
3189,Pellagra
3190,Pelycosaur
3191,Penda_of_Mercia
3192,Penguin
3193,Pennine_Way
3194,Pennsylvania_Railroad
3195,Pentateuch
3196,People's_Republic_of_China
3197,Pere_Marquette_1225
3198,Peregrine_Falcon
3199,Perfect_number
3200,Pericles
3201,Periodic_table
3202,Periodic_table_(large_version)
3203,Perl
3204,Permian
3205,Pernicious_anemia
3206,Persian_Empire
3207,Persian_Gulf
3208,Persian_literature
3209,"Perth,_Western_Australia"
3210,Peru
3211,Pete_Sampras
3212,Peter_Grimes
3213,Peter_I_of_Russia
3214,Peter_Paul_Rubens
3215,Peterborough_Chronicle
3216,Petroleum
3217,Phase_(matter)
3218,Pheidippides
3219,Phenylketonuria
3220,Philadelphia
3221,Philately
3222,Philip_II_of_Spain
3223,Philippines
3224,Philosophiae_Naturalis_Principia_Mathematica
3225,Philosophy
3226,Philosophy_of_mind
3227,Phineas_Gage
3228,Phishing
3229,Phla-Pherá_languages
3230,Phoenix_(spacecraft)
3231,Phoenix_Zoo
3232,Phonograph_cylinder
3233,Phosphorus
3234,Phosphorus_tribromide
3235,Phosphorus_trichloride
3236,Phosphoryl_chloride
3237,Photography
3238,Photon
3239,Photosynthesis
3240,Photosynthetic_reaction_centre
3241,Photovoltaic_array
3242,Physical_paradox
3243,Physical_science
3244,Physics
3245,Pi
3246,Piano
3247,Piccadilly_Circus
3248,Picts
3249,Pied_Avocet
3250,Pig
3251,Pigeon
3252,Pigment
3253,Pikachu
3254,Pink_Pigeon
3255,Pinworm
3256,Pitcairn_Islands
3257,Plains_Zebra
3258,Planet
3259,Planetary_habitability
3260,Planetary_nebula
3261,Plant
3262,Plant_cell
3263,Plasma_(physics)
3264,Plate_tectonics
3265,Plateosaurus
3266,Platinum
3267,Plato
3268,Platypus
3269,Playing_card
3270,Pleiades_(star_cluster)
3271,Plesiosaur
3272,Pliocene
3273,Plover
3274,Plum
3275,Pluto
3276,Plutonium
3277,Plymouth
3278,Pneumonia
3279,Pochard
3280,Podcasting
3281,Poetry
3282,Poetry_of_the_United_States
3283,Poison_gas_in_World_War_I
3284,Pokémon_Trading_Card_Game
3285,Poland
3286,Polar_coordinate_system
3287,Polar_ice_cap
3288,Police
3289,Police_state
3290,Polish–Muscovite_War_(1605–1618)
3291,Polish-Lithuanian_Commonwealth
3292,Polish-Muscovite_War_(1605–1618)
3293,Polish-Soviet_War
3294,Political_economy
3295,Political_integration_of_India
3296,Political_philosophy
3297,Political_science
3298,Politics
3299,Politics_of_the_United_Kingdom
3300,Pollinator
3301,Pollinator_decline
3302,Pollution
3303,Polonium
3304,Polymerase_chain_reaction
3305,Pompeii
3306,Pond
3307,Pontiac's_Rebellion
3308,Pony
3309,Poor_Law
3310,Pop_Idol
3311,Pope
3312,Pope_Benedict_XVI
3313,Pope_John_Paul_II
3314,Pope_Pius_XII
3315,Popular_culture
3316,Popular_culture_studies
3317,Population_history_of_American_indigenous_peoples
3318,Porgy_and_Bess
3319,Port_Louis
3320,Porto-Novo
3321,Portsmouth
3322,Portugal
3323,Portuguese_Communist_Party
3324,Portuguese_language
3325,Post-glacial_rebound
3326,Postage_stamp
3327,Postman_Pat
3328,Potassium
3329,Potassium_iodide
3330,Potassium_nitrate
3331,Potato
3332,Pottery
3333,Poultry
3334,Pound_sterling
3335,Poverty
3336,Prague
3337,Praia
3338,Praseodymium
3339,Pre-Raphaelite_Brotherhood
3340,Precambrian
3341,Prehistoric_man
3342,President_of_the_United_States
3343,Pretoria
3344,Pride_and_Prejudice
3345,Prime_Minister_of_the_United_Kingdom
3346,Prime_number
3347,Primula
3348,Princeton_University
3349,Principality
3350,Printmaking
3351,Prion
3352,Private_Peaceful
3353,Privy_Council_of_the_United_Kingdom
3354,Pro_Milone
3355,Probability_theory
3356,Programming_language
3357,Project_MKULTRA
3358,Project_Vanguard
3359,Promethium
3360,Propaganda
3361,Property
3362,Prospecting
3363,Prostate_cancer
3364,Protactinium
3365,Protein
3366,Protoceratops
3367,Proton
3368,Proxima_Centauri
3369,Psittacosaurus
3370,Psychology
3371,Pterosaur
3372,Ptolemy
3373,Publishing
3374,Puerto_Rico
3375,Puffin
3376,Pumpkin
3377,Punctuated_equilibrium
3378,Pupil
3379,Pygmy_Hippopotamus
3380,Pyongyang
3381,Pyotr_Ilyich_Tchaikovsky
3382,Pyramid
3383,Pyrite
3384,Pythagoras
3385,Pythagorean_theorem
3386,Python_(programming_language)
3387,Qatar
3388,Qin_Dynasty
3389,Qin_Shi_Huang
3390,Qing_Dynasty
3391,Quantity
3392,Quantum_chemistry
3393,Quantum_computer
3394,Quantum_mechanics
3395,Quark
3396,Quartz
3397,Quatermass_and_the_Pit
3398,Queen_(band)
3399,Quetzalcoatl
3400,Quito
3401,Qur'an
3402,Réunion
3403,RER
3404,RMS_Titanic
3405,ROT13
3406,RSS_(file_format)
3407,Rabat
3408,Rabbit
3409,Rabies
3410,Rabindranath_Tagore
3411,Race
3412,Radar
3413,Radhanite
3414,Radio
3415,Radio_frequency
3416,Radio_telescope
3417,Radish
3418,Radium
3419,Radon
3420,Ragtime
3421,Rail_transport
3422,Rail_transport_in_India
3423,Railway_post_office
3424,Rain
3425,Rainbow
3426,Rainforest
3427,Rainhill_Trials
3428,Raising_the_Flag_on_Iwo_Jima
3429,Ralph_Nader
3430,Rama
3431,Ramayana
3432,Ramesses_II
3433,Ramsgate
3434,Ran_(film)
3435,Raney_nickel
3436,Raphael
3437,Rapping
3438,Raven
3439,Ray_of_Light
3440,Real_tennis
3441,Rebecca_Helferich_Clarke
3442,Recorder
3443,Recycling
3444,Red_Kite
3445,Red_Panda
3446,Red_Sea
3447,Red_dwarf
3448,Red_giant
3449,Red_rain_in_Kerala
3450,Redshift
3451,Redwing
3452,Redwood_National_and_State_Parks
3453,Reed_Bunting
3454,Reed_Warbler
3455,Refining
3456,Refrigerator_car
3457,Regent's_Park
3458,Reggae
3459,Reggaeton
3460,Religion
3461,Religious_Society_of_Friends
3462,Rembrandt
3463,René_Descartes
3464,Renaissance
3465,Renaissance_music
3466,Renminbi
3467,Renormalization
3468,Reptile
3469,Republic_of_China
3470,Republic_of_Ireland
3471,Republic_of_Macedonia
3472,Republic_of_the_Congo
3473,Restoration_comedy
3474,Restoration_literature
3475,Retina
3476,Retinol
3477,Retreat_of_glaciers_since_1850
3478,Revised_Standard_Version
3479,Revolution
3480,Reza_Shah
3481,Rhenium
3482,Rhine
3483,Rhode_Island
3484,Rhodium
3485,Rhodium(III)_chloride
3486,Rhubarb
3487,Rhythm_and_blues
3488,Rice
3489,Richard_Feynman
3490,Richard_Francis_Burton
3491,Richard_III_(play)
3492,Richard_III_of_England
3493,Richard_II_of_England
3494,Richard_I_of_England
3495,Richard_Nixon
3496,Richard_O'Connor
3497,Richard_Stallman
3498,Richard_Wagner
3499,"Richmond,_Virginia"
3500,Riesling
3501,Right_whale
3502,Ringed_Plover
3503,Rio_Tinto_Group
3504,Rio_de_Janeiro
3505,River
3506,River_Severn
3507,River_Thames
3508,Riyadh
3509,Roald_Amundsen
3510,Roan_Antelope
3511,"Robert_Baden-Powell,_1st_Baron_Baden-Powell"
3512,Robert_Boyle
3513,"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury"
3514,Robert_Oppenheimer
3515,Robert_Owen
3516,Robert_Peel
3517,Robert_Schumann
3518,Robert_Stephenson
3519,Robinson_Crusoe
3520,Roche_limit
3521,Rock_Bunting
3522,Rock_Pigeon
3523,Rock_of_Gibraltar
3524,Rockall
3525,Rocky_Mountains
3526,Rococo
3527,Roentgenium
3528,Roman_Britain
3529,Roman_Catholic_Church
3530,Roman_Empire
3531,Roman_Greece
3532,Roman_Vishniac
3533,Roman_law
3534,Roman_mythology
3535,Roman_road
3536,Roman_villa
3537,Romania
3538,Romanticism
3539,Rome
3540,Romeo_and_Juliet
3541,Romulus_Augustus
3542,Ronald_Reagan
3543,Rondane_National_Park
3544,Rook_(bird)
3545,Rosa_Parks
3546,Rose-ringed_Parakeet
3547,Rosemary
3548,Rosetta_Stone
3549,Rotterdam
3550,Rowan_Williams
3551,Royal_Air_Force
3552,Royal_Dutch_Shell
3553,Royal_Geographical_Society
3554,Royal_Grammar_School_Worcester
3555,Royal_Marines
3556,Royal_National_Theatre
3557,Royal_Navy
3558,Royal_Parks_of_London
3559,Rubidium
3560,Rubik's_Cube
3561,Rudolf_Vrba
3562,Rudyard_Kipling
3563,Rugby_World_Cup
3564,Rugby_football
3565,Rule_of_St_Benedict
3566,Rupee
3567,Russia
3568,Russian_Revolution_of_1917
3569,Russian_constitutional_crisis_of_1993
3570,Russian_language
3571,Ruthenium
3572,Rutherford_B._Hayes
3573,Rutherfordium
3574,Rwanda
3575,Rwandan_Genocide
3576,São_Paulo
3577,São_Tomé
3578,São_Tomé_and_Príncipe
3579,Søren_Kierkegaard
3580,S-mine
3581,S._A._Andrée's_Arctic_balloon_expedition_of_1897
3582,SD26
3583,SR-71_Blackbird
3584,Safflower
3585,Saffron
3586,Sahara
3587,Saint-Pierre_and_Miquelon
3588,Saint_Helena
3589,Saint_Joan_(play)
3590,Saint_Kitts_and_Nevis
3591,Saint_Lawrence_Seaway
3592,Saint_Lucia
3593,Saint_Petersburg
3594,Saint_Vincent_and_the_Grenadines
3595,Sakurajima
3596,Saladin
3597,Salford
3598,Salsa_music
3599,Salt
3600,"Salt_Lake_City,_Utah"
3601,Saltasaurus
3602,Salvador_Dalí
3603,Samantha_Smith
3604,Samarium
3605,Samoa
3606,Samuel_Beckett
3607,Samuel_Taylor_Coleridge
3608,San_Diegan
3609,San_Diego_Electric_Railway
3610,San_Diego_and_Arizona_Railway
3611,"San_Francisco,_California"
3612,San_Francisco_garter_snake
3613,"San_Jose,_California"
3614,San_Marino
3615,Sand
3616,Sand_art_and_play
3617,Sand_shark
3618,Sandringham_House
3619,Sandur
3620,Sandy_Koufax
3621,Sanskrit
3622,Sanssouci
3623,Santa_Claus
3624,Santamaría_(volcano)
3625,"Santiago,_Chile"
3626,Santorini
3627,Sarajevo
3628,Sardar_Vallabhbhai_Patel
3629,Sasha_(DJ)
3630,Sassanid_Empire
3631,Saturn
3632,Saturn_V
3633,Saudi_Arabia
3634,Saurischia
3635,Sauropodomorpha
3636,Sauroposeidon
3637,Sauropsid
3638,Saxicola
3639,Saxophone
3640,Scandium
3641,Scanian_(linguistics)
3642,Scattered_disc
3643,Scelidosaurus
3644,Scent_of_a_Woman
3645,Schatzki_ring
3646,Scheme_programming_language
3647,Schizophrenia
3648,Schrödinger_equation
3649,Schuttern_Gospels
3650,Science
3651,Scientific_classification
3652,Scooby-Doo
3653,"Scotch_College,_Perth"
3654,Scotland
3655,Scotland_in_the_High_Middle_Ages
3656,Scots_language
3657,Scott_Special
3658,Scottish_Episcopal_Church
3659,Scottish_Gaelic_language
3660,Scottish_Highlands
3661,Scottish_mythology
3662,Scouting
3663,Scramble_for_Africa
3664,Screw
3665,Scrooge_McDuck
3666,Sculpture
3667,Scurvy
3668,Sea
3669,Sea_level_rise
3670,Sea_of_Galilee
3671,Seaborgium
3672,Sean_Connery
3673,Sears_Catalog_Home
3674,Season
3675,"Seattle,_Washington"
3676,Seawater
3677,Second_Boer_War
3678,Second_Congo_War
3679,Second_Crusade
3680,Seed
3681,Seinfeld
3682,Selena
3683,Selenium
